Date,Close,Open,High,Low
2016-03-09,25.28,25.3275,25.395,25.0675
2016-03-10,25.2925,25.3525,25.56,25.0375
2016-03-11,25.565,25.56,25.57,25.375
2016-03-14,25.63,25.4775,25.7275,25.445
2016-03-15,26.145,25.99,26.295,25.9625
2016-03-16,26.4925,26.1525,26.5775,26.1475
2016-03-17,26.45,26.38,26.6175,26.24
2016-03-18,26.48,26.585,26.625,26.2975
2016-03-21,26.4775,26.4825,26.9125,26.285
2016-03-22,26.68,26.3125,26.8225,26.3025
2016-03-23,26.5325,26.62,26.7675,26.475
2016-03-24,26.4175,26.3675,26.5625,26.2225
2016-03-28,26.2975,26.5,26.5475,26.265
2016-03-29,26.92,26.2225,26.9475,26.22
2016-03-30,27.39,27.1625,27.605,27.15
2016-03-31,27.2475,27.43,27.475,27.22
2016-04-01,27.4975,27.195,27.5,27.05
2016-04-04,27.78,27.605,28.0475,27.5675
2016-04-05,27.4525,27.3775,27.6825,27.355
2016-04-06,27.74,27.5575,27.745,27.3
2016-04-07,27.135,27.4875,27.605,27.0302
2016-04-08,27.165,27.2275,27.4425,27.0425
2016-04-11,27.255,27.2425,27.6525,27.2075
2016-04-12,27.61,27.335,27.625,27.165
2016-04-13,28.01,27.7,28.085,27.7
2016-04-14,28.025,27.905,28.0975,27.8325
2016-04-15,27.4625,28.0275,28.075,27.4325
2016-04-18,26.87,27.2225,27.2375,26.735
2016-04-19,26.7275,26.97,27.0,26.5575
2016-04-20,26.7825,26.66,27.0225,26.515
2016-04-21,26.4925,26.7325,26.7325,26.38
2016-04-22,26.42,26.2525,26.62,26.155
2016-04-25,26.27,26.25,26.4125,26.1275
2016-04-26,26.0875,25.9775,26.325,25.9775
2016-04-27,24.455,24.0,24.6775,23.92
2016-04-28,23.7075,24.4025,24.47,23.5625
2016-04-29,23.435,23.4975,23.68,23.1275
2016-05-02,23.41,23.4913,23.52,23.1
2016-05-03,23.795,23.55,23.935,23.42
2016-05-04,23.5475,23.8,23.975,23.455
2016-05-05,23.31,23.5,23.5175,23.17
2016-05-06,23.18,23.3425,23.3625,22.9625
2016-05-09,23.1975,23.25,23.4425,23.1475
2016-05-10,23.355,23.3325,23.3925,23.0275
2016-05-11,23.1275,23.37,23.3925,23.115
2016-05-12,22.585,23.18,23.195,22.3675
2016-05-13,22.63,22.5,22.9175,22.5
2016-05-16,23.47,23.0975,23.5975,22.9125
2016-05-17,23.3725,23.6375,23.675,23.2525
2016-05-18,23.64,23.54,23.8025,23.4725
2016-05-19,23.55,23.66,23.66,23.3925
2016-05-20,23.805,23.66,23.8575,23.63
2016-05-23,24.1075,23.9675,24.2975,23.9175
2016-05-24,24.475,24.305,24.5225,24.21
2016-05-25,24.905,24.6675,24.935,24.5275
2016-05-26,25.1025,24.92,25.1825,24.66
2016-05-27,25.0875,24.86,25.1175,24.8113
2016-05-31,24.965,24.9,25.1,24.705
2016-06-01,24.615,24.755,24.885,24.5825
2016-06-02,24.43,24.4,24.46,24.1575
2016-06-03,24.48,24.4475,24.5675,24.3625
2016-06-06,24.6575,24.4975,25.4725,24.3875
2016-06-07,24.7575,24.8125,24.9675,24.74
2016-06-08,24.735,24.755,24.89,24.67
2016-06-09,24.9125,24.625,24.9975,24.615
2016-06-10,24.7075,24.6325,24.8364,24.62
2016-06-13,24.335,24.6725,24.78,24.275
2016-06-14,24.365,24.33,24.6187,24.1875
2016-06-15,24.285,24.455,24.6025,24.2575
2016-06-16,24.3875,24.1125,24.4375,24.0175
2016-06-17,23.8325,24.155,24.1625,23.825
2016-06-20,23.775,24.0,24.1425,23.7575
2016-06-21,23.9775,23.735,24.0875,23.669
2016-06-22,23.8875,24.0625,24.2225,23.8375
2016-06-23,24.025,23.985,24.0725,23.8125
2016-06-24,23.35,23.2275,23.6638,23.1625
2016-06-27,23.01,23.25,23.2625,22.875
2016-06-28,23.3975,23.225,23.415,23.035
2016-06-29,23.6,23.4925,23.6375,23.4075
2016-06-30,23.9,23.61,23.9425,23.575
2016-07-01,23.9725,23.8725,24.1163,23.8325
2016-07-05,23.7475,23.8475,23.85,23.615
2016-07-06,23.8825,23.65,23.915,23.5925
2016-07-07,23.985,23.925,24.125,23.905
2016-07-08,24.17,24.1225,24.2225,24.0125
2016-07-11,24.245,24.1875,24.4125,24.1825
2016-07-12,24.355,24.2925,24.425,24.28
2016-07-13,24.2175,24.3525,24.4175,24.21
2016-07-14,24.6975,24.3475,24.7475,24.33
2016-07-15,24.695,24.73,24.825,24.625
2016-07-18,24.9575,24.675,25.0325,24.65
2016-07-19,24.9675,24.89,25.0,24.835
2016-07-20,24.99,25.0,25.115,24.9338
2016-07-21,24.8575,24.9575,25.25,24.7825
2016-07-22,24.665,24.815,24.825,24.5775
2016-07-25,24.335,24.5625,24.71,24.23
2016-07-26,24.1675,24.205,24.4925,24.105
2016-07-27,25.7375,26.0663,26.0875,25.6875
2016-07-28,26.085,25.7075,26.1125,25.705
2016-07-29,26.0525,26.0475,26.1375,25.92
2016-08-01,26.5125,26.1025,26.5375,26.1025
2016-08-02,26.12,26.5125,26.5175,26.0
2016-08-03,26.4475,26.2025,26.46,26.1925
2016-08-04,26.4675,26.395,26.5,26.32
2016-08-05,26.87,26.5675,26.9125,26.545
2016-08-08,27.0925,26.88,27.0925,26.79
2016-08-09,27.2025,27.0575,27.235,27.0025
2016-08-10,27.0,27.1775,27.225,26.94
2016-08-11,26.9825,27.13,27.2325,26.9625
2016-08-12,27.045,26.945,27.11,26.945
2016-08-15,27.37,27.035,27.385,27.02
2016-08-16,27.345,27.4075,27.5575,27.3025
2016-08-17,27.305,27.275,27.3425,27.085
2016-08-18,27.27,27.3075,27.4,27.255
2016-08-19,27.34,27.1925,27.4225,27.09
2016-08-22,27.1275,27.215,27.275,26.9625
2016-08-23,27.2125,27.1475,27.33,27.1325
2016-08-24,27.0075,27.1412,27.1875,26.92
2016-08-25,26.8925,26.8475,26.97,26.67
2016-08-26,26.735,26.8525,26.9875,26.5775
2016-08-29,26.705,26.655,26.86,26.5725
2016-08-30,26.5,26.45,26.625,26.375
2016-08-31,26.525,26.415,26.6425,26.41
2016-09-01,26.6825,26.535,26.7,26.405
2016-09-02,26.9325,26.925,27.0,26.705
2016-09-06,26.925,26.975,27.075,26.8775
2016-09-07,27.09,26.9575,27.19,26.7675
2016-09-08,26.38,26.8125,26.8175,26.31
2016-09-09,25.7825,26.16,26.43,25.7825
2016-09-12,26.36,25.6625,26.43,25.6325
2016-09-13,26.9875,26.8775,27.1975,26.81
2016-09-14,27.9425,27.1825,28.2575,27.15
2016-09-15,28.8925,28.465,28.9325,28.3725
2016-09-16,28.73,28.78,29.0325,28.51
2016-09-19,28.395,28.7975,29.045,28.3125
2016-09-20,28.3925,28.2625,28.53,28.1275
2016-09-21,28.3875,28.4625,28.4973,28.1103
2016-09-22,28.655,28.5875,28.735,28.5
2016-09-23,28.1775,28.605,28.6975,27.8875
2016-09-26,28.22,27.91,28.3475,27.8875
2016-09-27,28.2725,28.25,28.295,28.085
2016-09-28,28.4875,28.4225,28.66,28.3575
2016-09-29,28.045,28.29,28.45,27.95
2016-09-30,28.2625,28.115,28.3425,27.95
2016-10-03,28.13,28.1775,28.2625,28.07
2016-10-04,28.25,28.265,28.5775,28.1575
2016-10-05,28.2625,28.35,28.415,28.1725
2016-10-06,28.4725,28.425,28.585,28.2825
2016-10-07,28.515,28.5775,28.64,28.3775
2016-10-10,29.0125,28.755,29.1875,28.68
2016-10-11,29.075,29.425,29.6725,29.05
2016-10-12,29.335,29.3375,29.495,29.1875
2016-10-13,29.245,29.1975,29.36,28.93
2016-10-14,29.4075,29.47,29.5425,29.2825
2016-10-17,29.3875,29.3325,29.46,29.195
2016-10-18,29.3675,29.545,29.5525,29.3625
2016-10-19,29.28,29.3125,29.44,28.45
2016-10-20,29.265,29.215,29.345,29.0825
2016-10-21,29.15,29.2025,29.2275,29.07
2016-10-24,29.4125,29.275,29.435,29.25
2016-10-25,29.5625,29.4875,29.59,29.3275
2016-10-26,28.8975,28.5775,28.925,28.3275
2016-10-27,28.62,28.8475,28.965,28.525
2016-10-28,28.43,28.4675,28.8025,28.3625
2016-10-31,28.385,28.4125,28.5575,28.3
2016-11-01,27.8725,28.365,28.4425,27.6325
2016-11-02,27.8975,27.85,28.0875,27.8075
2016-11-03,27.4575,27.745,27.865,27.3875
2016-11-04,27.21,27.1325,27.5625,27.0275
2016-11-07,27.6025,27.52,27.6275,27.365
2016-11-08,27.765,27.5775,27.93,27.425
2016-11-09,27.72,27.47,27.83,27.0125
2016-11-10,26.9475,27.7725,27.7725,26.4575
2016-11-11,27.1075,26.78,27.2175,26.6375
2016-11-14,26.4275,26.9275,26.9522,26.02
2016-11-15,26.7775,26.6425,26.92,26.5398
2016-11-16,27.4975,26.675,27.5575,26.65
2016-11-17,27.4875,27.4525,27.5875,27.2075
2016-11-18,27.515,27.43,27.635,27.415
2016-11-21,27.9325,27.53,27.9975,27.5025
2016-11-22,27.95,27.9875,28.105,27.85
2016-11-23,27.8075,27.84,27.8775,27.5825
2016-11-25,27.9475,27.7825,27.9675,27.7375
2016-11-28,27.8925,27.8575,28.1163,27.8475
2016-11-29,27.865,27.695,28.0075,27.5175
2016-11-30,27.63,27.9,28.05,27.5675
2016-12-01,27.3725,27.5912,27.735,27.2575
2016-12-02,27.475,27.2925,27.5225,27.2125
2016-12-05,27.2775,27.5,27.5075,27.0625
2016-12-06,27.4875,27.375,27.59,27.2975
2016-12-07,27.7575,27.315,27.7975,27.29
2016-12-08,28.03,27.715,28.1075,27.65
2016-12-09,28.4875,28.0775,28.675,28.0775
2016-12-12,28.325,28.3225,28.75,28.1225
2016-12-13,28.7975,28.46,28.98,28.4375
2016-12-14,28.7975,28.76,29.05,28.745
2016-12-15,28.955,28.845,29.1825,28.8075
2016-12-16,28.9925,29.1175,29.125,28.9112
2016-12-19,29.16,28.95,29.345,28.9375
2016-12-20,29.2375,29.185,29.375,29.17
2016-12-21,29.265,29.2,29.35,29.195
2016-12-22,29.0725,29.0875,29.1275,28.91
2016-12-23,29.13,28.8975,29.13,28.8975
2016-12-27,29.315,29.13,29.45,29.1225
2016-12-28,29.19,29.38,29.5041,29.05
2016-12-29,29.1825,29.1125,29.2774,29.1
2016-12-30,28.955,29.1625,29.3,28.8575
2017-01-03,29.0375,28.95,29.0825,28.69
2017-01-04,29.005,28.9625,29.1275,28.9375
2017-01-05,29.1525,28.98,29.216,28.9525
2017-01-06,29.4775,29.195,29.54,29.1175
2017-01-09,29.7475,29.4875,29.8575,29.485
2017-01-10,29.7775,29.6925,29.845,29.575
2017-01-11,29.9375,29.685,29.9825,29.65
2017-01-12,29.8125,29.7237,29.825,29.5525
2017-01-13,29.76,29.7775,29.905,29.7025
2017-01-17,30.0,29.585,30.06,29.555
2017-01-18,29.9975,30.0,30.125,29.9275
2017-01-19,29.945,29.85,30.0225,29.8425
2017-01-20,30.0,30.1125,30.1125,29.9337
2017-01-23,30.02,30.0,30.2025,29.9425
2017-01-24,29.9925,29.8875,30.025,29.875
2017-01-25,30.47,30.105,30.525,30.07
2017-01-26,30.485,30.4175,30.61,30.4
2017-01-27,30.4875,30.535,30.5875,30.4
2017-01-30,30.4075,30.2325,30.4075,30.165
2017-01-31,30.3375,30.2875,30.3475,30.155
2017-02-01,32.1875,31.7575,32.6225,31.7525
2017-02-02,32.1325,31.9937,32.3475,31.945
2017-02-03,32.27,32.0775,32.2975,32.04
2017-02-06,32.5725,32.2825,32.625,32.225
2017-02-07,32.8825,32.635,33.0225,32.6125
2017-02-08,33.01,32.8375,33.055,32.805
2017-02-09,33.105,32.9125,33.1112,32.78
2017-02-10,33.03,33.115,33.235,33.0125
2017-02-13,33.3225,33.27,33.455,33.1875
2017-02-14,33.755,33.3675,33.7725,33.3125
2017-02-15,33.8775,33.88,34.0675,33.655
2017-02-16,33.8363,33.9175,33.975,33.7099
2017-02-17,33.93,33.775,33.9575,33.775
2017-02-21,34.175,34.0575,34.1875,33.995
2017-02-22,34.2775,34.1075,34.28,34.0275
2017-02-23,34.1325,34.345,34.37,34.075
2017-02-24,34.165,33.9775,34.165,33.82
2017-02-27,34.2325,34.285,34.3588,34.07
2017-02-28,34.2475,34.27,34.3588,34.175
2017-03-01,34.9475,34.4725,35.0375,34.3988
2017-03-02,34.74,35.0,35.0697,34.69
2017-03-03,34.945,34.695,34.9575,34.6475
2017-03-06,34.835,34.8413,34.9425,34.649
2017-03-07,34.88,34.765,34.995,34.6975
2017-03-08,34.75,34.7375,34.95,34.705
2017-03-09,34.67,34.685,34.6975,34.2625
2017-03-10,34.785,34.8125,34.8393,34.66
2017-03-13,34.8,34.7125,34.8575,34.705
2017-03-14,34.7475,34.825,34.9125,34.71
2017-03-15,35.115,34.8525,35.1875,34.7563
2017-03-16,35.1725,35.18,35.255,35.065
2017-03-17,34.9975,35.25,35.25,34.9725
2017-03-20,35.365,35.1,35.375,35.0575
2017-03-21,34.96,35.5275,35.7,34.9325
2017-03-22,35.355,34.9613,35.4,34.94
2017-03-23,35.23,35.315,35.3961,35.1525
2017-03-24,35.16,35.375,35.435,35.0875
2017-03-27,35.22,34.8475,35.305,34.655
2017-03-28,35.95,35.2275,36.01,35.155
2017-03-29,36.03,35.92,36.1225,35.7975
2017-03-30,35.9825,36.0475,36.125,35.875
2017-03-31,35.915,35.93,36.0675,35.7525
2017-04-03,35.925,35.9275,36.03,35.7625
2017-04-04,36.1925,35.8125,36.2225,35.7925
2017-04-05,36.005,36.055,36.365,35.9525
2017-04-06,35.915,36.0725,36.13,35.8625
2017-04-07,35.835,35.9325,36.045,35.8175
2017-04-10,35.7925,35.9,35.9698,35.725
2017-04-11,35.4075,35.735,35.8375,35.015
2017-04-12,35.45,35.4,35.5375,35.2525
2017-04-13,35.2625,35.4775,35.595,35.2625
2017-04-17,35.4575,35.37,35.47,35.2175
2017-04-18,35.3,35.3525,35.51,35.2775
2017-04-19,35.17,35.47,35.5,35.1125
2017-04-20,35.61,35.305,35.73,35.29
2017-04-21,35.5675,35.61,35.67,35.4625
2017-04-24,35.91,35.875,35.9875,35.795
2017-04-25,36.1325,35.9775,36.225,35.9675
2017-04-26,35.92,36.1175,36.15,35.8441
2017-04-27,35.9475,35.9808,36.04,35.8275
2017-04-28,35.9125,36.0225,36.075,35.8175
2017-05-01,36.645,36.275,36.8,36.24
2017-05-02,36.8775,36.885,37.0225,36.71
2017-05-03,36.765,36.3975,36.8725,36.0675
2017-05-04,36.6325,36.63,36.785,36.4525
2017-05-05,37.24,36.69,37.245,36.69
2017-05-08,38.2525,37.2575,38.425,37.2575
2017-05-09,38.4975,38.4675,38.72,38.3625
2017-05-10,38.315,38.4075,38.485,38.0275
2017-05-11,38.4875,38.1125,38.5175,38.0775
2017-05-12,39.025,38.675,39.105,38.6675
2017-05-15,38.925,39.0025,39.1625,38.7625
2017-05-16,38.8675,38.985,39.015,38.68
2017-05-17,37.5625,38.4,38.6425,37.4275
2017-05-18,38.135,37.8175,38.335,37.7825
2017-05-19,38.265,38.345,38.495,38.1575
2017-05-22,38.4975,38.5,38.645,38.2275
2017-05-23,38.45,38.725,38.725,38.3275
2017-05-24,38.335,38.46,38.5425,38.1675
2017-05-25,38.4675,38.4325,38.5875,38.2575
2017-05-26,38.4025,38.5,38.56,38.3275
2017-05-30,38.4175,38.355,38.6075,38.3325
2017-05-31,38.19,38.4925,38.5425,38.095
2017-06-01,38.295,38.2925,38.3325,38.055
2017-06-02,38.8625,38.395,38.8625,38.2225
2017-06-05,38.4825,38.585,38.6125,38.365
2017-06-06,38.6125,38.475,38.9525,38.445
2017-06-07,38.8425,38.755,38.995,38.62
2017-06-08,38.7475,38.8125,38.885,38.6
2017-06-09,37.245,38.7975,38.7975,36.505
2017-06-12,36.355,36.435,36.5225,35.6275
2017-06-13,36.6475,36.79,36.8625,36.2875
2017-06-14,36.29,36.875,36.875,35.96
2017-06-15,36.0725,35.83,36.12,35.5525
2017-06-16,35.5675,35.945,36.125,35.55
2017-06-19,36.585,35.915,36.685,35.915
2017-06-20,36.2525,36.7175,36.7175,36.235
2017-06-21,36.4675,36.38,36.5173,36.1525
2017-06-22,36.4075,36.4425,36.675,36.28
2017-06-23,36.57,36.2825,36.79,36.2775
2017-06-26,36.455,36.7925,37.07,36.345
